wordform,sum_freq,norm_freq,log_freq,sqrt_freq_raw,sqrt_freq,bcLambda_0.0,bcLambda_0.1,bcLambda_0.2,bcLambda_0.3,bcLambda_0.4,bcLambda_0.5,bcLambda_0.6,bcLambda_0.7,bcLambda_0.8,bcLambda_0.9,bcLambda_1.0,Moby_pron,Rep_P,Rep_O
spiel,301,0.668888889,0.05,17.34935157,4.39E-05,0.000184358,0.000156259,0.000124121,9.14E-05,6.19E-05,3.85E-05,2.20E-05,1.16E-05,5.73E-06,2.64E-06,1.15E-06,sp/i/l,_/s/p/i/l/_/_/,_/s/p/i/e/l/_/_/
spike,3354,7.453333333,0.195286724,57.91372894,0.000146447,0.000262235,0.000254218,0.000237105,0.000209738,0.00017391,0.000134176,9.61E-05,6.39E-05,3.97E-05,2.32E-05,1.29E-05,sp/aI/k,_/s/p/Y/k/_/_/,_/s/p/i/k/e/_/_/
spill,5322,11.82666667,0.233434068,72.95203904,0.000184474,0.000277149,0.000275825,0.000265676,0.000243886,0.000210611,0.000169629,0.000126969,8.84E-05,5.75E-05,3.52E-05,2.05E-05,sp/I/l,_/s/p/I/l/_/_/,_/s/p/i/l/l/_/_/
spilt,136,0.302222222,0.05,11.66190379,2.95E-05,0.000158695,0.000128817,9.73E-05,6.77E-05,4.32E-05,2.51E-05,1.34E-05,6.59E-06,3.00E-06,1.28E-06,5.19E-07,sp/I/lt,_/s/p/I/l/t/_/,_/s/p/i/l/t/_/_/
spin,8311,18.46888889,0.271611229,91.16468615,0.000230529,0.000291548,0.000297653,0.000295878,0.000281659,0.00025309,0.000212566,0.000166127,0.000120867,8.22E-05,5.26E-05,3.20E-05,sp/I/n,_/s/p/I/n/_/_/,_/s/p/i/n/_/_/_/
spine,5080,11.28888889,0.229515561,71.27411872,0.000180231,0.000275646,0.000273601,0.000262675,0.000240226,0.000206597,0.000165673,0.000123453,8.56E-05,5.54E-05,3.38E-05,1.95E-05,sp/aI/n,_/s/p/Y/n/_/_/,_/s/p/i/n/e/_/_/
spire,300,0.666666667,0.05,17.32050808,4.38E-05,0.000184251,0.00015614,0.000123999,9.13E-05,6.19E-05,3.85E-05,2.20E-05,1.16E-05,5.71E-06,2.63E-06,1.15E-06,sp/aI/r,_/s/p/Y/r/_/_/,_/s/p/i/r/e/_/_/
spires,698,1.551111111,0.085681174,26.41968963,6.68E-05,0.000211529,0.000187789,0.000157529,0.000123408,8.95E-05,5.99E-05,3.70E-05,2.12E-05,1.13E-05,5.65E-06,2.68E-06,sp/aI/rz,_/s/p/Y/r/z/_/,_/s/p/i/r/e/s/_/
spit,3747,8.326666667,0.204281536,61.21274377,0.000154789,0.000265814,0.000259312,0.000243723,0.000217507,0.00018211,0.000141953,0.000102723,6.91E-05,4.34E-05,2.57E-05,1.44E-05,sp/I/t,_/s/p/I/t/_/_/,_/s/p/i/t/_/_/_/
spite,7647,16.99333333,0.264400471,87.44712688,0.000221128,0.000288858,0.000293501,0.000290029,0.000274214,0.000244569,0.000203801,0.000157996,0.000114011,7.69E-05,4.88E-05,2.94E-05,sp/aI/t,_/s/p/Y/t/_/_/,_/s/p/i/t/e/_/_/
splash,3079,6.842222222,0.188421592,55.4887376,0.000140315,0.000259471,0.000250322,0.000232095,0.000203913,0.000167822,0.000128459,9.12E-05,6.02E-05,3.71E-05,2.15E-05,1.18E-05,spl/&/S/,s/p/l/@/S/_/_/,s/p/l/a/s/h/_/_/
splat,213,0.473333333,0.05,14.59451952,3.69E-05,0.000173187,0.000144046,0.000111934,8.04E-05,5.30E-05,3.20E-05,1.78E-05,9.10E-06,4.33E-06,1.93E-06,8.15E-07,spl/&/t,s/p/l/@/t/_/_/,s/p/l/a/t/_/_/_/
splay,92,0.204444444,0.05,9.591663047,2.43E-05,0.000146068,0.000116096,8.56E-05,5.80E-05,3.59E-05,2.03E-05,1.04E-05,4.96E-06,2.18E-06,8.99E-07,3.50E-07,spl/eI/,s/p/l/e/_/_/_/,s/p/l/a/y/_/_/_/
spleen,457,1.015555556,0.064123477,21.37755833,5.41E-05,0.000197847,0.000171581,0.000140004,0.000106281,7.45E-05,4.80E-05,2.85E-05,1.57E-05,8.02E-06,3.85E-06,1.75E-06,spl/i/n,s/p/l/i/n/_/_/,s/p/l/e/e/n/_/_/
splice,158,0.351111111,0.05,12.56980509,3.18E-05,0.000163538,0.000133831,0.000102066,7.18E-05,4.63E-05,2.73E-05,1.47E-05,7.34E-06,3.39E-06,1.47E-06,6.04E-07,spl/aI/s,s/p/l/Y/s/_/_/,s/p/l/i/c/e/_/_/
spliff,29,0.064444444,0.05,5.385164807,1.36E-05,0.000108775,8.13E-05,5.60E-05,3.51E-05,2.00E-05,1.03E-05,4.86E-06,2.09E-06,8.30E-07,3.08E-07,1.08E-07,spl/I/f,s/p/l/I/f/_/_/,s/p/l/i/f/f/_/_/
spline,46,0.102222222,0.05,6.782329983,1.72E-05,0.000123678,9.47E-05,6.70E-05,4.34E-05,2.55E-05,1.36E-05,6.64E-06,2.97E-06,1.23E-06,4.74E-07,1.73E-07,spl/aI/n,s/p/l/Y/n/_/_/,s/p/l/i/n/e/_/_/
splint,219,0.486666667,0.05,14.79864859,3.74E-05,0.000174085,0.000145011,0.000112882,8.12E-05,5.37E-05,3.25E-05,1.81E-05,9.28E-06,4.43E-06,1.98E-06,8.38E-07,spl/I/nt,s/p/l/I/n/t/_/,s/p/l/i/n/t/_/_/
split,15666,34.81333333,0.327373401,125.1638926,0.000316503,0.000312025,0.000330421,0.000343744,0.000344872,0.000328165,0.00029272,0.000243354,0.000188496,0.000136551,9.31E-05,6.02E-05,spl/I/t,s/p/l/I/t/_/_/,s/p/l/i/t/_/_/_/
splotch,97,0.215555556,0.05,9.848857802,2.49E-05,0.000147778,0.000117789,8.72E-05,5.93E-05,3.68E-05,2.09E-05,1.08E-05,5.15E-06,2.28E-06,9.43E-07,3.69E-07,spl/A/tS/,s/p/l/a/C/_/_/,s/p/l/o/t/c/h/_/
splurge,608,1.351111111,0.078212005,24.65765601,6.24E-05,0.00020707,0.000182431,0.000151653,0.000117585,8.44E-05,5.58E-05,3.40E-05,1.92E-05,1.01E-05,4.99E-06,2.33E-06,spl/@/r/dZ/,s/p/l/^/r/J/_/,s/p/l/u/r/g/e/_/
spoil,1401,3.113333333,0.12938543,37.42993454,9.46E-05,0.000234035,0.000215992,0.00018979,0.000156775,0.000120578,8.59E-05,5.66E-05,3.46E-05,1.97E-05,1.06E-05,5.38E-06,sp/Oi/l,_/s/p/O/l/_/_/,_/s/p/o/i/l/_/_/
spoiled,2419,5.375555556,0.169478907,49.18333051,0.00012437,0.000251678,0.000239515,0.000218419,0.000188271,0.000151737,0.000113593,7.88E-05,5.08E-05,3.06E-05,1.73E-05,9.30E-06,sp/Oi/ld,_/s/p/O/l/d/_/,_/s/p/o/i/l/e/d/
spoilt,22,0.048888889,0.05,4.69041576,1.19E-05,9.99E-05,7.35E-05,4.98E-05,3.08E-05,1.72E-05,8.70E-06,4.00E-06,1.68E-06,6.53E-07,2.37E-07,8.07E-08,sp/Oi/lt,_/s/p/O/l/t/_/,_/s/p/o/i/l/t/_/
spoke,35494,78.87555556,0.400760473,188.3985138,0.000476405,0.000338445,0.000375887,0.000415181,0.000446372,0.000457891,0.000441797,0.000397988,0.000334318,0.000262751,0.000194418,0.000136479,sp/oU/k,_/s/p/o/k/_/_/,_/s/p/o/k/e/_/_/
sponge,1737,3.86,0.144646061,41.67733197,0.00010539,0.00024098,0.000225098,0.000200687,0.00016856,0.000132037,9.59E-05,6.45E-05,4.03E-05,2.35E-05,1.29E-05,6.68E-06,sp/@/n/dZ/,_/s/p/^/n/J/_/,_/s/p/o/n/g/e/_/
sponged,67,0.148888889,0.05,8.185352772,2.07E-05,0.000135825,0.000106134,7.68E-05,5.09E-05,3.08E-05,1.69E-05,8.51E-06,3.93E-06,1.68E-06,6.72E-07,2.54E-07,sp/@/n/dZ/d,_/s/p/^/n/J/d/,_/s/p/o/n/g/e/d/
spoof,374,0.831111111,0.055343197,19.33907961,4.89E-05,0.000191373,0.000164147,0.000132215,9.89E-05,6.82E-05,4.32E-05,2.52E-05,1.36E-05,6.82E-06,3.21E-06,1.43E-06,sp/u/f,_/s/p/u/f/_/_/,_/s/p/o/o/f/_/_/
spook,478,1.062222222,0.066217572,21.86321111,5.53E-05,0.000199299,0.000173268,0.000141794,0.000107997,7.60E-05,4.92E-05,2.93E-05,1.62E-05,8.32E-06,4.01E-06,1.83E-06,sp/u/k,_/s/p/u/k/_/_/,_/s/p/o/o/k/_/_/
spool,606,1.346666667,0.078038896,24.61706725,6.22E-05,0.000206963,0.000182304,0.000151515,0.000117449,8.42E-05,5.57E-05,3.39E-05,1.91E-05,1.01E-05,4.97E-06,2.33E-06,sp/u/l,_/s/p/u/l/_/_/,_/s/p/o/o/l/_/_/
spoon,7175,15.94444444,0.258905582,84.70537173,0.000214195,0.0002868,0.000290347,0.00028562,0.000268642,0.000238238,0.000197338,0.000152042,0.000109029,7.31E-05,4.61E-05,2.76E-05,sp/u/n,_/s/p/u/n/_/_/,_/s/p/o/o/n/_/_/
spore,271,0.602222222,0.05,16.46207763,4.16E-05,0.000180967,0.000152506,0.000120331,8.79E-05,5.91E-05,3.65E-05,2.07E-05,1.08E-05,5.26E-06,2.40E-06,1.04E-06,sp/oU/r,_/s/p/o/r/_/_/,_/s/p/o/r/e/_/_/
sport,26701,59.33555556,0.375093667,163.4044063,0.000413202,0.00032925,0.000359639,0.000388981,0.000408187,0.000407855,0.000382873,0.000335384,0.000273879,0.000209227,0.000150474,0.000102668,sp/oU/rt,_/s/p/o/r/t/_/,_/s/p/o/r/t/_/_/
sports,41383,91.96222222,0.414641338,203.42812,0.00051441,0.000343404,0.000384843,0.000429941,0.000468358,0.000487333,0.000477229,0.000436456,0.000372268,0.000297091,0.000223225,0.000159123,sp/oU/rts,_/s/p/o/r/t/s/,_/s/p/o/r/t/s/_/
spot,30444,67.65333333,0.386909171,174.4820908,0.000441214,0.000333487,0.00036707,0.00040087,0.00042538,0.000430208,0.000408988,0.00036291,0.000300241,0.000232385,0.000169334,0.00011706,sp/A/t,_/s/p/a/t/_/_/,_/s/p/o/t/_/_/_/
spouse,5099,11.33111111,0.229829357,71.40728254,0.000180568,0.000275766,0.000273779,0.000262914,0.000240518,0.000206916,0.000165987,0.000123731,8.58E-05,5.56E-05,3.39E-05,1.96E-05,sp/AU/z,_/s/p/A/z/_/_/,_/s/p/o/u/s/e/_/
spout,567,1.26,0.074596104,23.8117618,6.02E-05,0.000204814,0.000179749,0.000148743,0.000114731,8.18E-05,5.38E-05,3.26E-05,1.83E-05,9.54E-06,4.68E-06,2.18E-06,sp/AU/t,_/s/p/A/t/_/_/,_/s/p/o/u/t/_/_/
sprain,261,0.58,0.05,16.15549442,4.09E-05,0.000179752,0.000151172,0.000118994,8.67E-05,5.81E-05,3.57E-05,2.02E-05,1.05E-05,5.10E-06,2.32E-06,1.00E-06,spr/eI/n,s/p/r/e/n/_/_/,s/p/r/a/i/n/_/_/
sprang,2253,5.006666667,0.164026106,47.46577715,0.000120027,0.000249382,0.00023638,0.000214513,0.000183873,0.000147286,0.000109544,7.55E-05,4.83E-05,2.89E-05,1.62E-05,8.66E-06,spr/&/N/,s/p/r/@/G/_/_/,s/p/r/a/n/g/_/_/
sprawl,1474,3.275555556,0.132924216,38.39270764,9.71E-05,0.000235676,0.000218125,0.000192323,0.000159492,0.000123197,8.82E-05,5.84E-05,3.59E-05,2.06E-05,1.11E-05,5.66E-06,spr/O/l,s/p/r/a/l/_/_/,s/p/r/a/w/l/_/_/
spray,8604,19.12,0.274620873,92.757749,0.000234557,0.000292667,0.000299391,0.00029834,0.000284813,0.00025672,0.000216321,0.000169633,0.00012384,8.45E-05,5.43E-05,3.31E-05,spr/eI/,s/p/r/e/_/_/_/,s/p/r/a/y/_/_/_/
spread,32037,71.19333333,0.391509007,178.9888265,0.00045261,0.000335135,0.000369985,0.000405577,0.000432249,0.000439219,0.000419613,0.000374211,0.000311162,0.000242066,0.000177289,0.000123186,spr/E/d,s/p/r/E/d/_/_/,s/p/r/e/a/d/_/_/
spree,1221,2.713333333,0.12002586,34.94281042,8.84E-05,0.000229593,0.000210268,0.000183062,0.000149626,0.000113748,8.00E-05,5.21E-05,3.14E-05,1.77E-05,9.35E-06,4.69E-06,spr/i/,s/p/r/i/_/_/_/,s/p/r/e/e/_/_/_/
sprig,440,0.977777778,0.062392433,20.97617696,5.30E-05,0.000196623,0.000170164,0.000138507,0.000104852,7.33E-05,4.71E-05,2.79E-05,1.53E-05,7.78E-06,3.72E-06,1.69E-06,spr/I/g,s/p/r/I/g/_/_/,s/p/r/i/g/_/_/_/
spring,44777,99.50444444,0.421778204,211.6057655,0.000535089,0.00034595,0.000389495,0.000437698,0.000480047,0.000503169,0.000496508,0.00045763,0.000393399,0.000316432,0.000239637,0.000172174,spr/I/N/,s/p/r/I/G/_/_/,s/p/r/i/n/g/_/_/
sprint,2672,5.937777778,0.177210585,51.69139193,0.000130712,0.000254892,0.00024394,0.000223978,0.000194584,0.000158182,0.000119506,8.37E-05,5.45E-05,3.31E-05,1.89E-05,1.03E-05,spr/I/nt,s/p/r/I/n/t/_/,s/p/r/i/n/t/_/_/
sprit,28,0.062222222,0.05,5.291502622,1.34E-05,0.000107641,8.03E-05,5.52E-05,3.46E-05,1.96E-05,1.01E-05,4.74E-06,2.03E-06,8.05E-07,2.98E-07,1.04E-07,spr/I/t,s/p/r/I/t/_/_/,s/p/r/i/t/_/_/_/
sprite,308,0.684444444,0.05,17.54992877,4.44E-05,0.000185101,0.000157086,0.000124961,9.22E-05,6.26E-05,3.90E-05,2.24E-05,1.18E-05,5.83E-06,2.70E-06,1.18E-06,spr/aI/t,s/p/r/Y/t/_/_/,s/p/r/i/t/e/_/_/
spritz,112,0.248888889,0.05,10.58300524,2.68E-05,0.000152423,0.000122436,9.14E-05,6.28E-05,3.94E-05,2.26E-05,1.19E-05,5.72E-06,2.56E-06,1.08E-06,4.27E-07,spr/I/ts,s/p/r/I/t/s/_/,s/p/r/i/t/z/_/_/
sprout,969,2.153333333,0.105070329,31.12876483,7.87E-05,0.000222126,0.000200823,0.00017216,0.000138253,0.00010308,7.10E-05,4.52E-05,2.67E-05,1.47E-05,7.59E-06,3.72E-06,spr/AU/t,s/p/r/A/t/_/_/,s/p/r/o/u/t/_/_/
spruce,1485,3.3,0.133445786,38.53569774,9.74E-05,0.000235916,0.000218439,0.000192696,0.000159893,0.000123585,8.85E-05,5.86E-05,3.61E-05,2.07E-05,1.12E-05,5.71E-06,spr/u/s,s/p/r/u/s/_/_/,s/p/r/u/c/e/_/_/
sprue,18,0.04,0.05,4.242640687,1.07E-05,9.34E-05,6.81E-05,4.56E-05,2.78E-05,1.53E-05,7.64E-06,3.46E-06,1.43E-06,5.48E-07,1.95E-07,6.54E-08,spr/u/,s/p/r/u/_/_/_/,s/p/r/u/e/_/_/_/
sprung,1568,3.484444444,0.137288246,39.59797975,0.000100132,0.000237673,0.000220737,0.00019544,0.000162854,0.000126458,9.10E-05,6.06E-05,3.75E-05,2.16E-05,1.17E-05,6.03E-06,spr/@/N/,s/p/r/^/G/_/_/,s/p/r/u/n/g/_/_/
spry,206,0.457777778,0.05,14.35270009,3.63E-05,0.000172108,0.000142888,0.000110801,7.94E-05,5.22E-05,3.15E-05,1.74E-05,8.88E-06,4.21E-06,1.87E-06,7.88E-07,spr/aI/,s/p/r/Y/_/_/_/,s/p/r/y/_/_/_/_/
spud,88,0.195555556,0.05,9.38083152,2.37E-05,0.000144633,0.00011468,8.44E-05,5.70E-05,3.51E-05,1.98E-05,1.02E-05,4.80E-06,2.10E-06,8.63E-07,3.35E-07,sp/@/d,_/s/p/^/d/_/_/,_/s/p/u/d/_/_/_/
spume,58,0.128888889,0.05,7.615773106,1.93E-05,0.000131166,0.000101706,7.30E-05,4.79E-05,2.87E-05,1.56E-05,7.74E-06,3.53E-06,1.49E-06,5.88E-07,2.19E-07,sp/j/u/m,_/s/p/W/m/_/_/,_/s/p/u/m/e/_/_/
spun,4309,9.575555556,0.215778613,65.64297373,0.000165992,0.000270329,0.000265819,0.000252282,0.000227681,0.000192984,0.000152397,0.000111773,7.62E-05,4.86E-05,2.91E-05,1.66E-05,sp/@/n,_/s/p/^/n/_/_/,_/s/p/u/n/_/_/_/
spunk,170,0.377777778,0.05,13.03840481,3.30E-05,0.000165903,0.000136306,0.00010443,7.38E-05,4.79E-05,2.84E-05,1.54E-05,7.74E-06,3.60E-06,1.57E-06,6.50E-07,sp/@/N/k,_/s/p/^/G/k/_/,_/s/p/u/n/k/_/_/
spur,2299,5.108888889,0.165569961,47.94788838,0.000121246,0.000250035,0.000237269,0.000215618,0.000185114,0.000148538,0.000110681,7.64E-05,4.90E-05,2.94E-05,1.65E-05,8.84E-06,sp/@/r,_/s/p/^/r/_/_/,_/s/p/u/r/_/_/_/
spurge,118,0.262222222,0.05,10.86278049,2.75E-05,0.000154109,0.000124139,9.30E-05,6.41E-05,4.04E-05,2.33E-05,1.23E-05,5.94E-06,2.68E-06,1.13E-06,4.50E-07,sp/@/r/dZ/,_/s/p/^/r/J/_/,_/s/p/u/r/g/e/_/
spurn,121,0.268888889,0.05,11,2.78E-05,0.00015492,0.000124962,9.37E-05,6.47E-05,4.09E-05,2.36E-05,1.24E-05,6.05E-06,2.73E-06,1.15E-06,4.61E-07,sp/@/rn,_/s/p/^/r/n/_/,_/s/p/u/r/n/_/_/
spurred,2013,4.473333333,0.155519354,44.86646855,0.000113454,0.000245743,0.000231458,0.000208437,0.000177095,0.000140487,0.000103416,7.05E-05,4.47E-05,2.64E-05,1.47E-05,7.74E-06,sp/@/rd,_/s/p/^/r/d/_/,_/s/p/u/r/r/e/d/
spurt,597,1.326666667,0.077255827,24.43358345,6.18E-05,0.00020648,0.000181728,0.000150888,0.000116833,8.37E-05,5.52E-05,3.36E-05,1.89E-05,9.95E-06,4.90E-06,2.29E-06,sp/@/rt,_/s/p/^/r/t/_/,_/s/p/u/r/t/_/_/
spy,5141,11.42444444,0.230519216,71.70076708,0.00018131,0.000276031,0.000274171,0.000263442,0.00024116,0.000207619,0.000166679,0.000124345,8.63E-05,5.60E-05,3.41E-05,1.98E-05,sp/aI/,_/s/p/Y/_/_/_/,_/s/p/y/_/_/_/_/
squab,60,0.133333333,0.05,7.745966692,1.96E-05,0.000132261,0.000102741,7.38E-05,4.86E-05,2.92E-05,1.59E-05,7.92E-06,3.62E-06,1.53E-06,6.07E-07,2.27E-07,skw/A/b,s/k/w/a/b/_/_/,_/s/q/u/a/b/_/_/
squad,5112,11.36,0.230043441,71.49825173,0.000180798,0.000275849,0.000273901,0.000263078,0.000240717,0.000207134,0.000166201,0.000123921,8.60E-05,5.57E-05,3.40E-05,1.97E-05,skw/A/d,s/k/w/a/d/_/_/,_/s/q/u/a/d/_/_/
squall,296,0.657777778,0.05,17.20465053,4.35E-05,0.000183817,0.000155658,0.000123511,9.08E-05,6.15E-05,3.82E-05,2.18E-05,1.15E-05,5.65E-06,2.60E-06,1.13E-06,skw/O/l,s/k/w/a/l/_/_/,_/s/q/u/a/l/l/_/
square,32242,71.64888889,0.392084502,179.5605747,0.000454056,0.000335341,0.000370351,0.000406169,0.000433116,0.000440359,0.000420961,0.000375648,0.000312556,0.000243304,0.000178309,0.000123974,skw/@/r,s/k/w/E/r/_/_/,_/s/q/u/a/r/e/_/
squash,3829,8.508888889,0.20605177,61.87891402,0.000156474,0.000266513,0.000260314,0.000245033,0.000219055,0.000183755,0.000143524,0.000104076,7.02E-05,4.42E-05,2.62E-05,1.47E-05,skw/A/S/,s/k/w/a/S/_/_/,_/s/q/u/a/s/h/_/
squat,2104,4.675555556,0.158838597,45.86937976,0.00011599,0.000247171,0.000233384,0.000210806,0.000179729,0.000143119,0.000105781,7.24E-05,4.61E-05,2.74E-05,1.53E-05,8.09E-06,skw/A/t,s/k/w/a/t/_/_/,_/s/q/u/a/t/_/_/
squaw,215,0.477777778,0.05,14.6628783,3.71E-05,0.000173489,0.00014437,0.000112253,8.07E-05,5.33E-05,3.22E-05,1.79E-05,9.16E-06,4.36E-06,1.95E-06,8.23E-07,skw/O/,s/k/w/a/_/_/_/,_/s/q/u/a/w/_/_/
squawk,305,0.677777778,0.05,17.4642492,4.42E-05,0.000184785,0.000156734,0.000124603,9.18E-05,6.23E-05,3.88E-05,2.22E-05,1.18E-05,5.79E-06,2.67E-06,1.17E-06,skw/O/k,s/k/w/a/k/_/_/,_/s/q/u/a/w/k/_/
squeak,787,1.748888889,0.092512382,28.05352028,7.09E-05,0.000215405,0.000192508,0.00016277,0.00012867,9.43E-05,6.38E-05,3.98E-05,2.30E-05,1.24E-05,6.29E-06,3.02E-06,skw/i/k,s/k/w/i/k/_/_/,_/s/q/u/e/a/k/_/
squeal,662,1.471111111,0.082766265,25.72936066,6.51E-05,0.000209818,0.000185725,0.000155256,0.000121146,8.75E-05,5.83E-05,3.58E-05,2.04E-05,1.08E-05,5.38E-06,2.54E-06,skw/i/l,s/k/w/i/l/_/_/,_/s/q/u/e/a/l/_/
squeeze,6230,13.84444444,0.246800406,78.93034904,0.000199592,0.000282238,0.000283428,0.000276043,0.000256663,0.000224766,0.000183723,0.000139629,9.87E-05,6.53E-05,4.06E-05,2.40E-05,skw/i/z,s/k/w/i/z/_/_/,_/s/q/u/e/e/z/e/
squelch,264,0.586666667,0.05,16.24807681,4.11E-05,0.000180121,0.000151577,0.000119399,8.71E-05,5.84E-05,3.59E-05,2.03E-05,1.06E-05,5.15E-06,2.35E-06,1.01E-06,skw/E/l/tS/,s/k/w/E/l/C/_/,_/s/q/u/e/l/c/h/
squib,46,0.102222222,0.05,6.782329983,1.72E-05,0.000123678,9.47E-05,6.70E-05,4.34E-05,2.55E-05,1.36E-05,6.64E-06,2.97E-06,1.23E-06,4.74E-07,1.73E-07,skw/I/b,s/k/w/I/b/_/_/,_/s/q/u/i/b/_/_/
squid,1408,3.128888889,0.129730761,37.52332608,9.49E-05,0.000234196,0.0002162,0.000190038,0.00015704,0.000120833,8.61E-05,5.68E-05,3.47E-05,1.98E-05,1.06E-05,5.41E-06,skw/I/d,s/k/w/I/d/_/_/,_/s/q/u/i/d/_/_/
squint,708,1.573333333,0.086474657,26.60826939,6.73E-05,0.000211988,0.000188346,0.000158143,0.000124022,9.01E-05,6.04E-05,3.73E-05,2.14E-05,1.14E-05,5.72E-06,2.72E-06,skw/I/nt,s/k/w/I/n/t/_/,_/s/q/u/i/n/t/_/
squire,486,1.08,0.067002881,22.04540769,5.57E-05,0.000199835,0.000173893,0.000142459,0.000108636,7.65E-05,4.96E-05,2.96E-05,1.64E-05,8.43E-06,4.07E-06,1.86E-06,skw/aI/r,s/k/w/Y/r/_/_/,_/s/q/u/i/r/e/_/
squirm,520,1.155555556,0.070267228,22.8035085,5.77E-05,0.000202019,0.000176451,0.000145191,0.000111275,7.88E-05,5.14E-05,3.09E-05,1.72E-05,8.90E-06,4.33E-06,2.00E-06,skw/@/rm,s/k/w/^/r/m/_/,_/s/q/u/i/r/m/_/
squirt,565,1.255555556,0.07441601,23.76972865,6.01E-05,0.0002047,0.000179614,0.000148596,0.000114588,8.17E-05,5.37E-05,3.25E-05,1.82E-05,9.52E-06,4.67E-06,2.17E-06,skw/@/rt,s/k/w/^/r/t/_/,_/s/q/u/i/r/t/_/
squish,176,0.391111111,0.05,13.26649916,3.35E-05,0.000167023,0.000137485,0.000105562,7.48E-05,4.86E-05,2.89E-05,1.58E-05,7.93E-06,3.71E-06,1.62E-06,6.73E-07,skw/I/S/,s/k/w/I/S/_/_/,_/s/q/u/i/s/h/_/
stab,1721,3.824444444,0.143974278,41.48493703,0.000104903,0.000240681,0.000224702,0.000200208,0.000168037,0.000131523,9.54E-05,6.41E-05,4.00E-05,2.33E-05,1.27E-05,6.61E-06,st/&/b,_/s/t/@/b/_/_/,_/s/t/a/b/_/_/_/
stack,5835,12.96666667,0.241224016,76.3871717,0.000193161,0.000280122,0.000280252,0.000271692,0.000251277,0.000218772,0.000177727,0.000134219,9.43E-05,6.19E-05,3.83E-05,2.24E-05,st/&/k,_/s/t/@/k/_/_/,_/s/t/a/c/k/_/_/
stacked,3883,8.628888889,0.207199103,62.31372241,0.000157573,0.000266966,0.000260964,0.000245884,0.000220062,0.000184826,0.000144549,0.00010496,7.09E-05,4.47E-05,2.65E-05,1.49E-05,st/&/kt,_/s/t/@/k/t/_/,_/s/t/a/c/k/e/d/
staff,59822,132.9377778,0.448051126,244.5853634,0.000618485,0.000355308,0.000406911,0.000467279,0.000525458,0.000565848,0.000574259,0.000544642,0.000481883,0.000398972,0.000311018,0.000230025,st/&/f,_/s/t/@/f/_/_/,_/s/t/a/f/f/_/_/
staffs,1433,3.184444444,0.130953554,37.85498646,9.57E-05,0.000234765,0.000216939,0.000190913,0.000157978,0.000121736,8.69E-05,5.74E-05,3.52E-05,2.01E-05,1.08E-05,5.51E-06,st/&/fs,_/s/t/@/f/s/_/,_/s/t/a/f/f/s/_/
stag,484,1.075555556,0.066807185,22,5.56E-05,0.000199701,0.000173738,0.000142293,0.000108477,7.64E-05,4.95E-05,2.96E-05,1.63E-05,8.40E-06,4.06E-06,1.86E-06,st/&/g,_/s/t/@/g/_/_/,_/s/t/a/g/_/_/_/
stage,43346,96.32444444,0.418836703,208.1970221,0.000526469,0.000344901,0.000387574,0.000434487,0.000475197,0.000496583,0.000488472,0.000448784,0.00038455,0.000308315,0.000232733,0.000166671,st/eI/dZ/,_/s/t/e/J/_/_/,_/s/t/a/g/e/_/_/
staged,3300,7.333333333,0.193978692,57.44562647,0.000145263,0.000261711,0.000253476,0.000236148,0.000208621,0.000172739,0.000133072,9.51E-05,6.32E-05,3.92E-05,2.29E-05,1.27E-05,st/eI/dZ/d,_/s/t/e/J/d/_/,_/s/t/a/g/e/d/_/
staid,451,1.002222222,0.063516253,21.23676058,5.37E-05,0.00019742,0.000171086,0.000139481,0.000105781,7.41E-05,4.77E-05,2.83E-05,1.55E-05,7.94E-06,3.81E-06,1.73E-06,st/eI/d,_/s/t/e/d/_/_/,_/s/t/a/i/d/_/_/
stain,2556,5.68,0.173746526,50.55689864,0.000127844,0.000253458,0.00024196,0.000221484,0.000191744,0.000155275,0.000116832,8.15E-05,5.28E-05,3.20E-05,1.82E-05,9.82E-06,st/eI/n,_/s/t/e/n/_/_/,_/s/t/a/i/n/_/_/
stair,932,2.071111111,0.102653154,30.52867504,7.72E-05,0.000220868,0.000199254,0.000170373,0.000136414,0.000101379,6.96E-05,4.42E-05,2.60E-05,1.42E-05,7.33E-06,3.58E-06,st/@/r,_/s/t/E/r/_/_/,_/s/t/a/i/r/_/_/
stake,10443,23.20666667,0.291538263,102.1909976,0.000258411,0.000298924,0.000309218,0.000312425,0.000303058,0.000277969,0.00023856,0.000190631,0.000141855,9.87E-05,6.46E-05,4.02E-05,st/eI/k,_/s/t/e/k/_/_/,_/s/t/a/k/e/_/_/
stale,1756,3.902222222,0.145437449,41.90465368,0.000105965,0.000241331,0.000225564,0.000201251,0.000169177,0.000132643,9.64E-05,6.49E-05,4.06E-05,2.37E-05,1.30E-05,6.75E-06,st/eI/l,_/s/t/e/l/_/_/,_/s/t/a/l/e/_/_/
stalk,1390,3.088888889,0.128840119,37.28270376,9.43E-05,0.000233781,0.000215661,0.0001894,0.000156358,0.000120176,8.55E-05,5.63E-05,3.44E-05,1.96E-05,1.05E-05,5.34E-06,st/O/k,_/s/t/a/k/_/_/,_/s/t/a/l/k/_/_/
